Rural_Area,Quantity,Percentage,country_name,job_name
No,7,0.12,France,Database Engineer
No,6,0.11,France,Data Storage Specialist
No,1,0.02,France,SCADA Technician (Supervisory Control and Data Acquisition Technician)
No,2,0.04,France,Database Administration Manager
No,7,0.12,France,Data Management Associate
No,12,0.21,France,Data Modeling Specialist
No,1,0.02,France,Maintenance Data Analyst
No,1,0.02,France,Data Entry Specialist
No,8,0.14,France,Database Software Technician
No,1,0.02,France,Crime Data Specialist
No,1,0.02,France,Data Collector
No,11,0.19,France,Head of Information Systems and Data Processing
No,1,0.02,France,Data Entry Supervisor
No,1,0.02,France,Clinical Data Coordinator
No,5,0.09,France,Data Warehousing Engineer
No,2,0.04,France,Data Warehousing Specialist
No,6,0.11,France,Geographic Information Systems Data Specialist (GIS Data Specialist)
No,6,0.11,France,Database Development and Administration Project Manager
No,7,0.12,France,Data Warehouse Analyst
No,1,0.02,France,Data Input Clerk
No,2,0.04,France,Database Management System Specialist (DBMS Specialist)
No,2,0.04,France,Data Recovery Planner
No,2,0.04,France,Data Collection Technician
No,8,0.14,France,Database Modeler
No,2,0.04,France,Data Coder Operator
No,7,0.12,France,Data Base Design Analyst
No,2,0.04,France,Clinical Data Associate
No,1,0.02,France,Data Capture Specialist
No,4,0.07,France,Database Designer
No,1,0.02,France,Data Management Manager
No,5,0.09,France,Database Administration Associate
No,1,0.02,France,Data Entry Machine Operator
No,4,0.07,France,Geographic Information Systems Data Manager (GIS Data Manager)
No,6,0.11,France,Database Design Analyst
No,5,0.09,France,Database Specialist
No,2,0.04,France,Clinical Data Management Manager (CDM Manager)
No,4,0.07,France,Databases Software Consultant
No,6,0.11,France,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
No,2,0.04,France,Data Management Information Technology Specialist
No,10,0.18,France,Data Officer
No,1,0.02,France,Data Typist
No,6,0.11,France,Data Warehouse Architect
No,9,0.16,France,Data Warehouse Specialist
No,1,0.02,France,Data Control Assistant
No,3,0.05,France,Clinical Trials Data Coordinator
No,8,0.14,France,Database Coordinator
No,2,0.04,France,Data Systems Manager
No,2,0.04,France,Data Warehouse Developer
No,8,0.14,France,Automatic Data Processing Planner
No,5,0.09,France,Data Processing Consultant
No,7,0.12,France,Data Communications Software Consultant
No,5,0.09,France,Data Scientist
No,3,0.05,France,Data Operations Director
No,6,0.11,France,Electronic Data Processing Auditor (EDP Auditor)
No,7,0.12,France,Internet Database Specialist
No,3,0.05,France,Data Entry Representative
No,7,0.12,France,Data Security Analyst
No,8,0.14,France,Geographic Information Systems Data Administrator (GIS Data Administrator)
No,4,0.07,France,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
No,7,0.12,France,Automatic Data Processing Planner (ADP Planner)
No,8,0.14,France,Database Manager
No,2,0.04,France,Database Programmer
No,7,0.12,France,Data Processing Manager
No,1,0.02,France,Database Development Project Manager
No,2,0.04,France,Analytical Data Miner
No,5,0.09,France,Data Processing Systems Project Planner
No,2,0.04,France,Data Modeler
No,1,0.02,France,Business Database Analyst
No,1,0.02,France,Datastage Developer
No,7,0.12,France,Database Architect
No,2,0.04,France,SCADA Operator (Supervisory Control and Data Acquisition Operator)
No,4,0.07,France,Data Processing Auditor
No,7,0.12,France,Data Communications Analyst
No,2,0.04,France,Scientific Database Curator
No,9,0.16,France,Oracle Database Administrator (Oracle DBA)
No,1,0.02,France,GPS Field Data Collector (Global Positioning System Field Data Collector)
No,6,0.11,France,Data Warehousing Manager
No,1,0.02,France,Data Sciences Director
No,7,0.12,France,Data Architect
No,1,0.02,France,Data Control Clerk Supervisor
No,4,0.07,France,Geographic Information Systems Database Administrator (GIS Database Administrator)
No,1,0.02,France,SQL Database Administrator
No,7,0.12,France,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
No,1,0.02,France,Customer Data Technician
No,11,0.19,France,Director of Data Operations
No,6,0.11,France,Data Miner
No,10,0.18,France,Database Consultant
No,4,0.07,France,Database Security Expert
No,6,0.11,France,Data Processing Systems Analyst
No,5,0.09,France,Databases Computer Consultant
No,9,0.16,France,Data Security Administrator
No,2,0.04,France,Clinical Data Analyst
No,1,0.02,France,Voice and Data Technician
No,1,0.02,France,Database Developer
No,2,0.04,France,Clinical Data Manager
No,1,0.02,France,Log Data Technician
No,1,0.02,France,Field Traffic Data Technician
No,8,0.14,France,Computer or Data Processing Systems Consultant
No,2,0.04,France,Data Transcriber
No,2,0.04,,Database Analyst
No,1,0.02,,Marketing Database Analyst
No,3,0.05,,Data Coordinator
No,1,0.02,,Data Conversion Operator
No,1,0.02,,Database Marketing Analyst
No,1,0.02,,Data Entry Clerk
No,2,0.04,,Naval Tactical Data System--Combat Information Center Officer
No,1,0.02,,Database Administration Project Manager
No,4,0.07,,Database Security Administrator
No,1,0.02,,Database Administrator (DBA)
No,12,0.21,,Database Tester
No,1,0.02,,Clinical Data Specialist
No,1,0.02,,Clinical Data Management Associate Director
No,6,0.11,,Electronic Data Interchange System Developer (EDI System Developer)
No,7,0.12,,Data Administrator
No,1,0.02,,Data Processing Auxiliary Equipment Operator
No,8,0.14,,Database Engineer
No,2,0.04,,"Naval Tactical Data System--Combat Information Center Watch Officer, General"
No,5,0.09,,Data Storage Specialist
No,1,0.02,,SCADA Technician (Supervisory Control and Data Acquisition Technician)
No,5,0.09,,Database Administration Manager
No,4,0.07,,Data Management Associate
No,7,0.12,,Data Modeling Specialist
No,2,0.04,,Maintenance Data Analyst
No,5,0.09,,Database Software Technician
No,1,0.02,,Crime Data Specialist
No,1,0.02,,Data Collector
No,9,0.16,,Head of Information Systems and Data Processing
No,4,0.07,,Data Warehousing Engineer
No,3,0.05,,Data Warehousing Specialist
No,9,0.16,,Geographic Information Systems Data Specialist (GIS Data Specialist)
No,4,0.07,,Database Development and Administration Project Manager
No,7,0.12,,Data Warehouse Analyst
No,1,0.02,,Field Artillery Automated Tactical Data System Specialist
No,3,0.05,,Data Input Clerk
No,3,0.05,,Database Management System Specialist (DBMS Specialist)
No,2,0.04,,Data Recovery Planner
No,1,0.02,,Data Abstractor
No,1,0.02,,Data Collection Technician
No,8,0.14,,Database Modeler
No,1,0.02,,Survey Data Technician
No,4,0.07,,Data Base Design Analyst
No,1,0.02,,Flight Test Data Acquisition Technician
No,1,0.02,,Clinical Data Associate
No,1,0.02,,Data Reviewer
No,2,0.04,,Data Analysis Assistant
No,9,0.16,,Database Designer
No,1,0.02,,Data Management Manager
No,10,0.18,,Database Administration Associate
No,3,0.05,,Geographic Information Systems Data Manager (GIS Data Manager)
No,1,0.02,,Database Technician
No,7,0.12,,Database Design Analyst
No,2,0.04,,LiDAR Data Analyst
No,5,0.09,,Database Specialist
No,1,0.02,,Data Entry Technician
No,2,0.04,,Databases Software Consultant
No,6,0.11,,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
No,3,0.05,,Data Management Information Technology Specialist
No,6,0.11,,Data Officer
No,3,0.05,,Data Typist
No,7,0.12,,Data Warehouse Architect
No,5,0.09,,Data Warehouse Specialist
No,3,0.05,,Data Acquisition Technician
No,3,0.05,,Medical Data Analyst
No,5,0.09,,Database Coordinator
No,8,0.14,,Data Systems Manager
No,3,0.05,,Data Warehouse Developer
No,6,0.11,,Automatic Data Processing Planner
No,4,0.07,,Data Processing Consultant
No,6,0.11,,Data Communications Software Consultant
No,6,0.11,,Data Scientist
No,5,0.09,,Data Operations Director
No,3,0.05,,Electronic Data Processing Auditor (EDP Auditor)
No,5,0.09,,Internet Database Specialist
No,4,0.07,,Data Security Analyst
No,4,0.07,,Geographic Information Systems Data Administrator (GIS Data Administrator)
No,5,0.09,,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
No,5,0.09,,Automatic Data Processing Planner (ADP Planner)
No,6,0.11,,Database Manager
No,1,0.02,,Database Programmer
No,4,0.07,,Data Processing Manager
No,1,0.02,,Micro Computer Data Processor
No,1,0.02,,Data Specialist
No,2,0.04,,Analytical Data Miner
No,2,0.04,,Data Processing Systems Project Planner
No,1,0.02,,Data Center Manager
No,2,0.04,,Data Modeler
No,2,0.04,,Data Entry Operator
No,5,0.09,,Database Architect
No,1,0.02,,Data Center Operator
No,1,0.02,,SCADA Operator (Supervisory Control and Data Acquisition Operator)
No,5,0.09,,Data Processing Auditor
No,8,0.14,,Oracle Database Administrator (Oracle DBA)
No,1,0.02,,GPS Field Data Collector (Global Positioning System Field Data Collector)
No,2,0.04,,Data Warehousing Manager
No,1,0.02,,Data Sciences Director
No,2,0.04,,Data Manager
No,8,0.14,,Data Architect
No,3,0.05,,Geographic Information Systems Database Administrator (GIS Database Administrator)
No,8,0.14,,SQL Database Administrator
No,5,0.09,,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
No,3,0.05,,Customer Data Technician
No,4,0.07,,Director of Data Operations
No,5,0.09,,Data Miner
No,8,0.14,,Database Consultant
No,8,0.14,,Database Security Expert
No,8,0.14,,Data Processing Systems Analyst
No,3,0.05,,Data Analyst
No,1,0.02,,Databases Computer Consultant
No,3,0.05,,Data Security Administrator
No,4,0.07,,Data Processor
No,1,0.02,,Clinical Data Manager
No,2,0.04,,Data Entry Associate
No,1,0.02,,Log Data Technician
No,2,0.04,,Field Traffic Data Technician
No,10,0.18,,Computer or Data Processing Systems Consultant
No,1,0.02,,Data Keyer
No,1,0.02,,Data Coordinator
No,1,0.02,,Data Communications Technician
No,1,0.02,,Database Marketing Analyst
No,1,0.02,,Data Entry Clerk
No,1,0.02,,Database Administration Project Manager
No,2,0.04,,Database Tester
No,1,0.02,,Electronic Data Interchange System Developer (EDI System Developer)
No,2,0.04,,Data Administrator
No,2,0.04,,Database Engineer
No,3,0.05,,"Naval Tactical Data System--Combat Information Center Watch Officer, General"
No,1,0.02,,Data Storage Specialist
No,2,0.04,,Database Administration Manager
No,3,0.05,,Data Modeling Specialist
No,1,0.02,,Database Software Technician
No,3,0.05,,Data Warehousing Engineer
No,2,0.04,,Data Warehousing Specialist
No,1,0.02,,Geographic Information Systems Data Specialist (GIS Data Specialist)
No,2,0.04,,Data Warehouse Analyst
No,1,0.02,,Database Management System Specialist (DBMS Specialist)
No,2,0.04,,Data Abstractor
No,2,0.04,,Database Modeler
No,1,0.02,,Data Base Design Analyst
No,1,0.02,,Clinical Data Associate
No,2,0.04,,Database Designer
No,1,0.02,,Database Administration Associate
No,1,0.02,,Geographic Information Systems Data Manager (GIS Data Manager)
No,1,0.02,,Database Design Analyst
No,2,0.04,,Database Specialist
No,2,0.04,,Clinical Data Management Manager (CDM Manager)
No,3,0.05,,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
No,3,0.05,,Data Management Information Technology Specialist
No,3,0.05,,Data Officer
No,1,0.02,,Data Warehouse Architect
No,2,0.04,,Data Warehouse Specialist
No,4,0.07,,Database Coordinator
No,1,0.02,,Data Systems Manager
No,2,0.04,,Data Warehouse Developer
No,1,0.02,,Automatic Data Processing Planner
No,2,0.04,,Data Processing Consultant
No,3,0.05,,Data Communications Software Consultant
No,1,0.02,,Data Scientist
No,1,0.02,,Electronic Data Processing Auditor (EDP Auditor)
No,2,0.04,,Internet Database Specialist
No,2,0.04,,Data Security Analyst
No,2,0.04,,Geographic Information Systems Data Administrator (GIS Data Administrator)
No,1,0.02,,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
No,3,0.05,,Automatic Data Processing Planner (ADP Planner)
No,1,0.02,,Database Manager
No,1,0.02,,Database Programmer
No,1,0.02,,Data Processing Manager
No,2,0.04,,Micro Computer Data Processor
No,1,0.02,,Data Processing Systems Project Planner
No,1,0.02,,Database Architect
No,1,0.02,,Data Communications Analyst
No,2,0.04,,Oracle Database Administrator (Oracle DBA)
No,2,0.04,,Clinical Data Abstractor
No,2,0.04,,Data Architect
No,1,0.02,,Geographic Information Systems Database Administrator (GIS Database Administrator)
No,3,0.05,,SQL Database Administrator
No,2,0.04,,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
No,1,0.02,,Customer Data Technician
No,3,0.05,,Data Miner
No,2,0.04,,Database Consultant
No,2,0.04,,Database Security Expert
No,1,0.02,,Data Processing Systems Analyst
No,2,0.04,,Databases Computer Consultant
No,2,0.04,,Data Security Administrator
No,1,0.02,,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller"
No,1,0.02,,Data Processor
No,1,0.02,,Log Data Technician
No,1,0.02,,Computer or Data Processing Systems Consultant
No,3,0.05,Croatia,Database Security Administrator
No,1,0.02,Croatia,Database Tester
No,1,0.02,Croatia,Clinical Data Management Associate Director
No,1,0.02,Croatia,Electronic Data Interchange System Developer (EDI System Developer)
No,1,0.02,Croatia,"Operations Officer, Afloat (Naval Tactical Data Systems)"
No,1,0.02,Croatia,Database Engineer
No,2,0.04,Croatia,Data Storage Specialist
No,1,0.02,Croatia,Data Management Associate
No,1,0.02,Croatia,Data Modeling Specialist
No,1,0.02,Croatia,Head of Information Systems and Data Processing
No,2,0.04,Croatia,Geographic Information Systems Data Specialist (GIS Data Specialist)
No,2,0.04,Croatia,Database Modeler
No,1,0.02,Croatia,Database Designer
No,2,0.04,Croatia,Geographic Information Systems Data Manager (GIS Data Manager)
No,2,0.04,Croatia,Database Design Analyst
No,1,0.02,Croatia,Database Specialist
No,1,0.02,Croatia,Data Management Information Technology Specialist
No,1,0.02,Croatia,Data Officer
No,1,0.02,Croatia,Data Warehouse Specialist
No,1,0.02,Croatia,Database Coordinator
No,2,0.04,Croatia,Data Systems Manager
No,1,0.02,Croatia,Data Operations Director
No,2,0.04,Croatia,Internet Database Specialist
No,1,0.02,Croatia,Geographic Information Systems Data Administrator (GIS Data Administrator)
No,1,0.02,Croatia,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
No,1,0.02,Croatia,Data Processing Manager
No,1,0.02,Croatia,Data Processing Systems Project Planner
No,1,0.02,Croatia,Clinical Data Abstractor
No,1,0.02,Croatia,Geographic Information Systems Database Administrator (GIS Database Administrator)
No,1,0.02,Croatia,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
No,1,0.02,Croatia,Database Security Expert
No,1,0.02,Croatia,Data Security Administrator
No,1,0.02,Croatia,Data Entry Associate
No,2,0.04,Croatia,Computer or Data Processing Systems Consultant
No,1,0.02,Hungary,Marketing Database Analyst
No,2,0.04,Hungary,Data Coordinator
No,1,0.02,Hungary,Data Conversion Operator
No,2,0.04,Hungary,Database Marketing Analyst
No,1,0.02,Hungary,Naval Tactical Data System--Combat Information Center Officer
No,1,0.02,Hungary,Database Security Administrator
No,1,0.02,Hungary,Database Tester
No,1,0.02,Hungary,Electronic Data Interchange System Developer (EDI System Developer)
No,3,0.05,Hungary,Data Administrator
No,2,0.04,Hungary,Database Engineer
No,2,0.04,Hungary,Data Storage Specialist
No,1,0.02,Hungary,Database Administration Manager
No,2,0.04,Hungary,Data Management Associate
No,2,0.04,Hungary,Database Software Technician
No,1,0.02,Hungary,Head of Information Systems and Data Processing
No,1,0.02,Hungary,Data Warehousing Specialist
No,2,0.04,Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist)
No,1,0.02,Hungary,Data Warehouse Analyst
No,1,0.02,Hungary,Database Management System Specialist (DBMS Specialist)
No,2,0.04,Hungary,Data Base Design Analyst
No,1,0.02,Hungary,Data Capture Clerk
No,1,0.02,Hungary,Data Capture Specialist
No,1,0.02,Hungary,Data Analysis Assistant
No,1,0.02,Hungary,Database Designer
No,1,0.02,Hungary,Database Administration Associate
No,1,0.02,Hungary,Data Entry Machine Operator
No,3,0.05,Hungary,Geographic Information Systems Data Manager (GIS Data Manager)
No,1,0.02,Hungary,Database Design Analyst
No,1,0.02,Hungary,Data Entry Technician
No,1,0.02,Hungary,Health Data Analyst
No,1,0.02,Hungary,Databases Software Consultant
No,1,0.02,Hungary,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
No,1,0.02,Hungary,Data Management Information Technology Specialist
No,1,0.02,Hungary,Data Warehouse Architect
No,1,0.02,Hungary,Data Warehouse Specialist
No,1,0.02,Hungary,Database Coordinator
No,1,0.02,Hungary,Data Warehouse Developer
No,1,0.02,Hungary,Automatic Data Processing Planner
No,1,0.02,Hungary,Data Communications Software Consultant
No,1,0.02,Hungary,Data Operations Director
No,2,0.04,Hungary,Internet Database Specialist
No,2,0.04,Hungary,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
No,4,0.07,Hungary,Automatic Data Processing Planner (ADP Planner)
No,1,0.02,Hungary,Database Manager
No,2,0.04,Hungary,Data Specialist
No,1,0.02,Hungary,Data Processing Supervisor
No,1,0.02,Hungary,Data Processing Systems Project Planner
No,1,0.02,Hungary,Datastage Developer
No,1,0.02,Hungary,Data Processing Auditor
No,1,0.02,Hungary,Oracle Database Administrator (Oracle DBA)
No,1,0.02,Hungary,Data Warehousing Manager
No,2,0.04,Hungary,Data Architect
No,2,0.04,Hungary,SQL Database Administrator
No,1,0.02,Hungary,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
No,1,0.02,Hungary,Customer Data Technician
No,2,0.04,Hungary,Director of Data Operations
No,1,0.02,Hungary,Data Miner
No,2,0.04,Hungary,Data Processing Systems Analyst
No,2,0.04,Hungary,Databases Computer Consultant
No,1,0.02,Hungary,Data Processor
No,1,0.02,Hungary,Database Developer
No,3,0.05,Hungary,Data Processing Services Sales Representative
No,2,0.04,Hungary,Field Traffic Data Technician
No,1,0.02,Ireland,Database Tester
No,1,0.02,Ireland,"Operations Officer, Afloat (Naval Tactical Data Systems)"
No,2,0.04,Ireland,Data Management Associate
No,1,0.02,Ireland,Data Warehousing Specialist
No,1,0.02,Ireland,Geographic Information Systems Data Specialist (GIS Data Specialist)
No,1,0.02,Ireland,Data Warehouse Analyst
No,1,0.02,Ireland,Data Input Clerk
No,2,0.04,Ireland,Database Modeler
No,1,0.02,Ireland,Database Designer
No,1,0.02,Ireland,Database Administration Associate
No,2,0.04,Ireland,Geographic Information Systems Data Manager (GIS Data Manager)
No,1,0.02,Ireland,LiDAR Data Analyst
No,1,0.02,Ireland,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
No,1,0.02,Ireland,Data Acquisition Technician
No,1,0.02,Ireland,Data Systems Manager
No,2,0.04,Ireland,Data Processing Consultant
No,1,0.02,Ireland,Data Scientist
No,1,0.02,Ireland,Data Processing Manager
No,1,0.02,Ireland,Data Specialist
No,1,0.02,Ireland,Data Processing Systems Project Planner
No,1,0.02,Ireland,Database Architect
No,2,0.04,Ireland,Data Processing Auditor
No,2,0.04,Ireland,Data Communications Analyst
No,1,0.02,Ireland,Oracle Database Administrator (Oracle DBA)
No,1,0.02,Ireland,Data Control Clerk Supervisor
No,1,0.02,Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator)
No,2,0.04,Ireland,Data Processing Systems Analyst
No,1,0.02,Ireland,Data Security Administrator
No,3,0.05,Italy,Database Analyst
No,8,0.14,Italy,Data Coordinator
No,1,0.02,Italy,Data Conversion Operator
No,7,0.12,Italy,Database Marketing Analyst
No,2,0.04,Italy,Data Entry Clerk
No,1,0.02,Italy,Naval Tactical Data System--Combat Information Center Officer
No,9,0.16,Italy,Database Security Administrator
No,2,0.04,Italy,Flight Data Technician
No,6,0.11,Italy,Database Tester
No,2,0.04,Italy,Clinical Data Specialist
No,1,0.02,Italy,Clinical Data Management Associate Director
No,5,0.09,Italy,Electronic Data Interchange System Developer (EDI System Developer)
No,10,0.18,Italy,Data Administrator
No,2,0.04,Italy,"Operations Officer, Afloat (Naval Tactical Data Systems)"
No,1,0.02,Italy,Data Processing Auxiliary Equipment Operator
No,7,0.12,Italy,Database Engineer
No,2,0.04,Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, General"
No,10,0.18,Italy,Data Storage Specialist
No,1,0.02,Italy,SCADA Technician (Supervisory Control and Data Acquisition Technician)
No,10,0.18,Italy,Database Administration Manager
No,5,0.09,Italy,Data Management Associate
No,12,0.21,Italy,Data Modeling Specialist
No,2,0.04,Italy,Data Processing Control Clerk
No,8,0.14,Italy,Database Software Technician
No,2,0.04,Italy,Data Collector
No,4,0.07,Italy,Head of Information Systems and Data Processing
No,2,0.04,Italy,Data Entry Supervisor
No,1,0.02,Italy,Clinical Data Coordinator
No,7,0.12,Italy,Data Warehousing Engineer
No,6,0.11,Italy,Data Warehousing Specialist
No,6,0.11,Italy,Geographic Information Systems Data Specialist (GIS Data Specialist)
No,6,0.11,Italy,Database Development and Administration Project Manager
No,7,0.12,Italy,Data Warehouse Analyst
No,1,0.02,Italy,Field Artillery Automated Tactical Data System Specialist
No,4,0.07,Italy,Data Input Clerk
No,10,0.18,Italy,Database Management System Specialist (DBMS Specialist)
No,1,0.02,Italy,Data Collection Technician
No,4,0.07,Italy,Database Modeler
No,1,0.02,Italy,Survey Data Technician
No,5,0.09,Italy,Data Coder Operator
No,8,0.14,Italy,Data Base Design Analyst
No,2,0.04,Italy,Clinical Data Associate
No,2,0.04,Italy,Data Capture Clerk
No,1,0.02,Italy,Data Analysis Assistant
No,8,0.14,Italy,Database Designer
No,6,0.11,Italy,Database Administration Associate
No,1,0.02,Italy,Data Entry Machine Operator
No,5,0.09,Italy,Geographic Information Systems Data Manager (GIS Data Manager)
No,6,0.11,Italy,Database Design Analyst
No,3,0.05,Italy,Database Specialist
No,3,0.05,Italy,Health Data Analyst
No,3,0.05,Italy,Clinical Data Management Manager (CDM Manager)
No,2,0.04,Italy,Databases Software Consultant
No,7,0.12,Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
No,7,0.12,Italy,Data Management Information Technology Specialist
No,10,0.18,Italy,Data Officer
No,3,0.05,Italy,Data Typist
No,10,0.18,Italy,Data Warehouse Architect
No,8,0.14,Italy,Data Warehouse Specialist
No,2,0.04,Italy,Data Control Assistant
No,2,0.04,Italy,Data Acquisition Technician
No,4,0.07,Italy,Database Coordinator
No,7,0.12,Italy,Data Systems Manager
No,5,0.09,Italy,Data Warehouse Developer
No,5,0.09,Italy,Automatic Data Processing Planner
No,3,0.05,Italy,Data Processing Consultant
No,5,0.09,Italy,Data Communications Software Consultant
No,11,0.19,Italy,Data Scientist
No,3,0.05,Italy,Data Operations Director
No,6,0.11,Italy,Electronic Data Processing Auditor (EDP Auditor)
No,9,0.16,Italy,Internet Database Specialist
No,6,0.11,Italy,Data Security Analyst
No,5,0.09,Italy,Geographic Information Systems Data Administrator (GIS Data Administrator)
No,8,0.14,Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
No,8,0.14,Italy,Automatic Data Processing Planner (ADP Planner)
No,3,0.05,Italy,Database Manager
No,2,0.04,Italy,Database Programmer
No,1,0.02,Italy,Data Compiler
No,5,0.09,Italy,Data Processing Manager
No,2,0.04,Italy,Micro Computer Data Processor
No,1,0.02,Italy,Database Development Project Manager
No,9,0.16,Italy,Data Processing Systems Project Planner
No,1,0.02,Italy,Data Technician
No,1,0.02,Italy,Data Modeler
No,1,0.02,Italy,Business Database Analyst
No,1,0.02,Italy,Datastage Developer
No,11,0.19,Italy,Database Architect
No,1,0.02,Italy,Data Examination Clerk
No,1,0.02,Italy,SCADA Operator (Supervisory Control and Data Acquisition Operator)
No,9,0.16,Italy,Data Processing Auditor
No,7,0.12,Italy,Data Communications Analyst
No,2,0.04,Italy,Scientific Database Curator
No,2,0.04,Italy,Oracle Database Administrator (Oracle DBA)
No,1,0.02,Italy,GPS Field Data Collector (Global Positioning System Field Data Collector)
No,8,0.14,Italy,Data Warehousing Manager
No,1,0.02,Italy,Data Sciences Director
No,4,0.07,Italy,Data Manager
No,1,0.02,Italy,Clinical Data Abstractor
No,8,0.14,Italy,Data Architect
No,2,0.04,Italy,Data Control Clerk Supervisor
No,9,0.16,Italy,Geographic Information Systems Database Administrator (GIS Database Administrator)
No,8,0.14,Italy,SQL Database Administrator
No,8,0.14,Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
No,1,0.02,Italy,Customer Data Technician
No,6,0.11,Italy,Director of Data Operations
No,12,0.21,Italy,Data Miner
No,7,0.12,Italy,Database Consultant
No,8,0.14,Italy,Database Security Expert
No,9,0.16,Italy,Data Processing Systems Analyst
No,2,0.04,Italy,Data Analyst
No,3,0.05,Italy,Databases Computer Consultant
No,3,0.05,Italy,Data Security Administrator
No,3,0.05,Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller"
No,2,0.04,Italy,Data Processor
No,3,0.05,Italy,Voice and Data Technician
No,2,0.04,Italy,Database Developer
No,1,0.02,Italy,Data Processing Services Sales Representative
No,1,0.02,Italy,Data Entry Associate
No,1,0.02,Italy,Field Traffic Data Technician
No,5,0.09,Italy,Computer or Data Processing Systems Consultant
No,1,0.02,Lithuania,Database Security Administrator
No,1,0.02,Lithuania,Clinical Data Management Associate Director
No,1,0.02,Lithuania,Database Administration Manager
No,1,0.02,Lithuania,Maintenance Data Analyst
No,1,0.02,Lithuania,Data Entry Specialist
No,1,0.02,Lithuania,Database Management System Specialist (DBMS Specialist)
No,1,0.02,Lithuania,Database Designer
No,1,0.02,Lithuania,Database Design Analyst
No,1,0.02,Lithuania,Database Specialist
No,2,0.04,Lithuania,Databases Software Consultant
No,1,0.02,Lithuania,Data Warehouse Architect
No,1,0.02,Lithuania,Data Warehouse Specialist
No,2,0.04,Lithuania,Data Communications Software Consultant
No,1,0.02,Lithuania,Data Operations Director
No,2,0.04,Lithuania,Electronic Data Processing Auditor (EDP Auditor)
No,1,0.02,Lithuania,Internet Database Specialist
No,2,0.04,Lithuania,Automatic Data Processing Planner (ADP Planner)
No,1,0.02,Lithuania,Database Manager
No,1,0.02,Lithuania,Data Processing Systems Project Planner
No,1,0.02,Lithuania,Data Processing Auditor
No,1,0.02,Lithuania,Oracle Database Administrator (Oracle DBA)
No,1,0.02,Lithuania,SQL Database Administrator
No,1,0.02,Lithuania,Director of Data Operations
No,1,0.02,Lithuania,Data Security Administrator
No,1,0.02,Lithuania,Voice and Data Technician
No,1,0.02,Luxembourg,Database Security Administrator
No,2,0.04,Luxembourg,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
No,1,0.02,Luxembourg,Data Processing Auditor
No,1,0.02,Luxembourg,Geographic Information Systems Database Administrator (GIS Database Administrator)
No,1,0.02,Latvia,Data Coordinator
No,1,0.02,Latvia,Data Conversion Operator
No,1,0.02,Latvia,Weight in Motion Field Data Collection Technician
No,2,0.04,Latvia,Data Warehousing Engineer
No,1,0.02,Latvia,Data Warehousing Specialist
No,1,0.02,Latvia,Data Base Design Analyst
No,1,0.02,Latvia,Database Administration Associate
No,1,0.02,Latvia,Data Warehouse Architect
No,1,0.02,Latvia,Data Systems Manager
No,1,0.02,Latvia,Data Operations Director
No,1,0.02,Latvia,Data Communications Analyst
No,1,0.02,Latvia,Data Warehousing Manager
No,1,0.02,Latvia,Data Architect
No,1,0.02,Latvia,Data Analyst
No,1,0.02,Latvia,Databases Computer Consultant
No,1,0.02,Latvia,Clinical Data Manager
No,1,0.02,Malta,Database Coordinator
No,1,0.02,Malta,Internet Database Specialist
No,1,0.02,Malta,Geographic Information Systems Data Administrator (GIS Data Administrator)
No,1,0.02,Netherlands,Data Processing Equipment Repairer
No,2,0.04,Netherlands,Database Marketing Analyst
No,1,0.02,Netherlands,Database Tester
No,1,0.02,Netherlands,Weight in Motion Field Data Collection Technician
No,3,0.05,Netherlands,Data Administrator
No,1,0.02,Netherlands,SCADA Technician (Supervisory Control and Data Acquisition Technician)
No,1,0.02,Netherlands,Database Administration Manager
No,4,0.07,Netherlands,Data Management Associate
No,2,0.04,Netherlands,Data Modeling Specialist
No,1,0.02,Netherlands,Data Processing Control Clerk
No,3,0.05,Netherlands,Database Software Technician
No,4,0.07,Netherlands,Data Warehousing Engineer
No,1,0.02,Netherlands,Geographic Information Systems Data Specialist (GIS Data Specialist)
No,1,0.02,Netherlands,Database Development and Administration Project Manager
